repo,month,download_count,n_stars_all,n_stars_fake,n_stars_real
jianzfb/antgo,2022-04,885,0.0,0.0,0.0
jianzfb/antgo,2022-05,904,0.0,0.0,0.0
jianzfb/antgo,2022-06,906,1.0,0.0,1.0
jianzfb/antgo,2022-07,642,1.0,0.0,1.0
jianzfb/antgo,2022-08,832,0.0,0.0,0.0
jianzfb/antgo,2022-09,590,0.0,0.0,0.0
jianzfb/antgo,2022-10,751,0.0,0.0,0.0
jianzfb/antgo,2022-11,841,0.0,0.0,0.0
jianzfb/antgo,2022-12,569,0.0,0.0,0.0
jianzfb/antgo,2023-01,464,0.0,0.0,0.0
jianzfb/antgo,2023-02,884,0.0,0.0,0.0
jianzfb/antgo,2023-03,822,0.0,0.0,0.0
jianzfb/antgo,2023-04,1819,0.0,0.0,0.0
jianzfb/antgo,2023-05,1516,1.0,0.0,1.0
jianzfb/antgo,2023-06,3160,5.0,2.0,3.0
jianzfb/antgo,2023-07,2481,0.0,0.0,0.0
jianzfb/antgo,2023-08,1818,0.0,0.0,0.0
jianzfb/antgo,2023-09,1183,0.0,0.0,0.0
jianzfb/antgo,2023-10,1651,0.0,0.0,0.0
jianzfb/antgo,2023-11,1215,0.0,0.0,0.0
jianzfb/antgo,2023-12,1290,0.0,0.0,0.0
jianzfb/antgo,2024-01,1098,0.0,0.0,0.0
jianzfb/antgo,2024-02,1631,0.0,0.0,0.0
jianzfb/antgo,2024-03,1252,1.0,0.0,1.0
jianzfb/antgo,2024-04,1676,63.0,55.0,8.0
jianzfb/antgo,2024-05,928,136.0,128.0,8.0
jianzfb/antgo,2024-06,1056,18.0,9.0,9.0
jianzfb/antgo,2024-07,1617,1.0,0.0,1.0
jianzfb/antgo,2024-08,160,0.0,0.0,0.0
kazura233/web-daemon,2021-05,55,2.0,0.0,2.0
kazura233/web-daemon,2021-06,23,0.0,0.0,0.0
kazura233/web-daemon,2021-07,221,1.0,0.0,1.0
kazura233/web-daemon,2021-08,7,758.0,457.0,301.0
kazura233/web-daemon,2021-09,53,36.0,18.0,18.0
kazura233/web-daemon,2021-10,17,0.0,0.0,0.0
kazura233/web-daemon,2021-11,6,0.0,0.0,0.0
kazura233/web-daemon,2021-12,8,0.0,0.0,0.0
kazura233/web-daemon,2022-01,13,2.0,0.0,2.0
kazura233/web-daemon,2022-02,7,0.0,0.0,0.0
kazura233/web-daemon,2022-03,13,0.0,0.0,0.0
kazura233/web-daemon,2022-04,18,0.0,0.0,0.0
kazura233/web-daemon,2022-05,13,0.0,0.0,0.0
kazura233/web-daemon,2022-06,4,0.0,0.0,0.0
kazura233/web-daemon,2022-07,14,1.0,0.0,1.0
kazura233/web-daemon,2022-08,18,0.0,0.0,0.0
kazura233/web-daemon,2022-09,15,0.0,0.0,0.0
kazura233/web-daemon,2022-10,10,0.0,0.0,0.0
kazura233/web-daemon,2022-11,4,1.0,0.0,1.0
kazura233/web-daemon,2022-12,5,0.0,0.0,0.0
kazura233/web-daemon,2023-01,7,0.0,0.0,0.0
kazura233/web-daemon,2023-02,8,0.0,0.0,0.0
kazura233/web-daemon,2023-03,7,0.0,0.0,0.0
kazura233/web-daemon,2023-04,7,0.0,0.0,0.0
kazura233/web-daemon,2023-05,2,0.0,0.0,0.0
kazura233/web-daemon,2023-06,6,0.0,0.0,0.0
kazura233/web-daemon,2023-07,8,0.0,0.0,0.0
lastmile-ai/aiconfig,2023-10,802,6.0,2.0,4.0
lastmile-ai/aiconfig,2023-11,3291,323.0,4.0,319.0
lastmile-ai/aiconfig,2023-12,7613,219.0,1.0,218.0
lastmile-ai/aiconfig,2024-01,7513,71.0,1.0,70.0
lastmile-ai/aiconfig,2024-02,9556,69.0,8.0,61.0
lastmile-ai/aiconfig,2024-03,7817,117.0,113.0,4.0
lastmile-ai/aiconfig,2024-04,7168,22.0,0.0,22.0
lastmile-ai/aiconfig,2024-05,4516,27.0,0.0,27.0
lastmile-ai/aiconfig,2024-06,4332,26.0,0.0,26.0
lastmile-ai/aiconfig,2024-07,5559,1.0,0.0,1.0
lastmile-ai/aiconfig,2024-08,482,0.0,0.0,0.0
lavague-ai/LaVague,2024-03,2977,2948.0,2948.0,0.0
lavague-ai/LaVague,2024-04,2014,365.0,140.0,225.0
lavague-ai/LaVague,2024-05,9087,690.0,139.0,551.0
lavague-ai/LaVague,2024-06,6298,321.0,47.0,274.0
lavague-ai/LaVague,2024-07,8132,10.0,3.0,7.0
lavague-ai/LaVague,2024-08,2520,0.0,0.0,0.0
lobehub/lobe-chat,2023-07,5134,32.0,3.0,29.0
lobehub/lobe-chat,2023-08,3739,110.0,12.0,98.0
manujajay/portfolio-optimize,2024-03,1893,4.0,0.0,4.0
manujajay/portfolio-optimize,2024-04,503,74.0,0.0,74.0
manujajay/portfolio-optimize,2024-05,418,89.0,58.0,31.0
manujajay/portfolio-optimize,2024-06,242,7.0,0.0,7.0
manujajay/portfolio-optimize,2024-07,389,0.0,0.0,0.0
manujajay/portfolio-optimize,2024-08,56,0.0,0.0,0.0
manumerous/vpselector,2023-09,1022,38.0,0.0,38.0
manumerous/vpselector,2023-10,277,2.0,0.0,2.0
manumerous/vpselector,2023-11,217,2.0,0.0,2.0
manumerous/vpselector,2023-12,252,1.0,0.0,1.0
manumerous/vpselector,2024-01,244,83.0,51.0,32.0
manumerous/vpselector,2024-02,167,0.0,0.0,0.0
manumerous/vpselector,2024-03,118,0.0,0.0,0.0
manumerous/vpselector,2024-04,168,2.0,0.0,2.0
manumerous/vpselector,2024-05,147,0.0,0.0,0.0
manumerous/vpselector,2024-06,133,2.0,0.0,2.0
manumerous/vpselector,2024-07,215,0.0,0.0,0.0
manumerous/vpselector,2024-08,14,0.0,0.0,0.0
matter-labs/hardhat-zksync,2021-12,181,3.0,0.0,3.0
matter-labs/hardhat-zksync,2022-01,228,9.0,0.0,9.0
matter-labs/hardhat-zksync,2022-02,1023,3.0,0.0,3.0
matter-labs/hardhat-zksync,2022-03,1792,1.0,0.0,1.0
matter-labs/hardhat-zksync,2022-04,925,4.0,0.0,4.0
matter-labs/hardhat-zksync,2022-05,522,0.0,0.0,0.0
matter-labs/hardhat-zksync,2022-06,4965,1.0,0.0,1.0
matter-labs/hardhat-zksync,2022-07,6353,14.0,0.0,14.0
matter-labs/hardhat-zksync,2022-08,7320,3.0,0.0,3.0
matter-labs/hardhat-zksync,2022-09,13041,4.0,0.0,4.0
matter-labs/hardhat-zksync,2022-10,16568,2.0,0.0,2.0
matter-labs/hardhat-zksync,2022-11,12489,7.0,0.0,7.0
matter-labs/hardhat-zksync,2022-12,19615,2.0,0.0,2.0
matter-labs/hardhat-zksync,2023-01,17972,6.0,0.0,6.0
matter-labs/hardhat-zksync,2023-02,18788,2.0,0.0,2.0
matter-labs/hardhat-zksync,2023-03,39750,8.0,0.0,8.0
matter-labs/hardhat-zksync,2023-04,51899,7.0,0.0,7.0
matter-labs/hardhat-zksync,2023-05,46617,5.0,0.0,5.0
matter-labs/hardhat-zksync,2023-06,63048,15.0,0.0,15.0
matter-labs/hardhat-zksync,2023-07,119082,9.0,0.0,9.0
matter-labs/hardhat-zksync,2023-08,21877,8.0,0.0,8.0
nextcaptcha/nextcaptcha-python,2024-03,519,88.0,84.0,4.0
nextcaptcha/nextcaptcha-python,2024-04,506,2.0,0.0,2.0
nextcaptcha/nextcaptcha-python,2024-05,529,1.0,0.0,1.0
nextcaptcha/nextcaptcha-python,2024-06,444,1.0,0.0,1.0
nextcaptcha/nextcaptcha-python,2024-07,1830,0.0,0.0,0.0
nextcaptcha/nextcaptcha-python,2024-08,162,0.0,0.0,0.0
numbersprotocol/nit,2022-05,246,0.0,0.0,0.0
numbersprotocol/nit,2022-06,201,1009.0,712.0,297.0
numbersprotocol/nit,2022-07,293,3379.0,2466.0,913.0
numbersprotocol/nit,2022-08,514,2.0,0.0,2.0
numbersprotocol/nit,2022-09,312,3.0,0.0,3.0
numbersprotocol/nit,2022-10,175,1.0,0.0,1.0
numbersprotocol/nit,2022-11,42,1.0,0.0,1.0
numbersprotocol/nit,2022-12,88,1.0,0.0,1.0
numbersprotocol/nit,2023-01,561,0.0,0.0,0.0
numbersprotocol/nit,2023-02,345,1.0,0.0,1.0
numbersprotocol/nit,2023-03,102,1.0,0.0,1.0
numbersprotocol/nit,2023-04,267,3.0,1.0,2.0
numbersprotocol/nit,2023-05,150,0.0,0.0,0.0
numbersprotocol/nit,2023-06,223,4.0,0.0,4.0
numbersprotocol/nit,2023-07,90,1.0,0.0,1.0
numbersprotocol/nit,2023-08,1,0.0,0.0,0.0
oxylabs/Python-Web-Scraping-Tutorial,2023-11,140,1.0,0.0,1.0
oxylabs/Python-Web-Scraping-Tutorial,2023-12,65,2.0,0.0,2.0
oxylabs/Python-Web-Scraping-Tutorial,2024-01,53,129.0,79.0,50.0
oxylabs/Python-Web-Scraping-Tutorial,2024-02,36,123.0,38.0,85.0
oxylabs/Python-Web-Scraping-Tutorial,2024-03,36,10.0,0.0,10.0
oxylabs/Python-Web-Scraping-Tutorial,2024-04,39,6.0,0.0,6.0
oxylabs/Python-Web-Scraping-Tutorial,2024-05,25,7.0,0.0,7.0
oxylabs/Python-Web-Scraping-Tutorial,2024-06,22,0.0,0.0,0.0
oxylabs/Python-Web-Scraping-Tutorial,2024-07,45,0.0,0.0,0.0
oxylabs/Python-Web-Scraping-Tutorial,2024-08,3,0.0,0.0,0.0
oxylabs/aliexpress-scraper,2024-02,347,126.0,45.0,81.0
oxylabs/aliexpress-scraper,2024-03,181,11.0,0.0,11.0
oxylabs/aliexpress-scraper,2024-04,123,2.0,0.0,2.0
oxylabs/aliexpress-scraper,2024-05,113,1.0,0.0,1.0
oxylabs/aliexpress-scraper,2024-06,120,5.0,0.0,5.0
oxylabs/aliexpress-scraper,2024-07,139,0.0,0.0,0.0
oxylabs/aliexpress-scraper,2024-08,20,0.0,0.0,0.0
oxylabs/google-shopping-scraper,2024-02,237,8.0,8.0,0.0
oxylabs/google-shopping-scraper,2024-03,136,1.0,0.0,1.0
oxylabs/google-shopping-scraper,2024-04,62,2.0,0.0,2.0
oxylabs/google-shopping-scraper,2024-05,75,1.0,0.0,1.0
oxylabs/google-shopping-scraper,2024-06,68,1.0,0.0,1.0
oxylabs/google-shopping-scraper,2024-07,90,0.0,0.0,0.0
oxylabs/google-shopping-scraper,2024-08,10,0.0,0.0,0.0
oxylabs/web-unblocker,2023-11,251,2.0,0.0,2.0
oxylabs/web-unblocker,2023-12,114,1.0,0.0,1.0
oxylabs/web-unblocker,2024-01,86,142.0,87.0,55.0
oxylabs/web-unblocker,2024-02,76,67.0,43.0,24.0
oxylabs/web-unblocker,2024-03,103,9.0,0.0,9.0
oxylabs/web-unblocker,2024-04,120,4.0,0.0,4.0
oxylabs/web-unblocker,2024-05,61,4.0,0.0,4.0
oxylabs/web-unblocker,2024-06,55,4.0,0.0,4.0
oxylabs/web-unblocker,2024-07,80,1.0,0.0,1.0
oxylabs/web-unblocker,2024-08,6,0.0,0.0,0.0
oxylabs/youtube-scraper,2024-02,222,66.0,15.0,51.0
oxylabs/youtube-scraper,2024-03,113,14.0,1.0,13.0
oxylabs/youtube-scraper,2024-04,60,0.0,0.0,0.0
oxylabs/youtube-scraper,2024-05,49,2.0,0.0,2.0
oxylabs/youtube-scraper,2024-06,50,1.0,0.0,1.0
oxylabs/youtube-scraper,2024-07,76,0.0,0.0,0.0
oxylabs/youtube-scraper,2024-08,2,0.0,0.0,0.0
promptdesk/promptdesk,2023-09,889,3.0,0.0,3.0
promptdesk/promptdesk,2023-10,829,0.0,0.0,0.0
promptdesk/promptdesk,2023-11,1828,8.0,0.0,8.0
promptdesk/promptdesk,2023-12,1604,1.0,0.0,1.0
promptdesk/promptdesk,2024-01,894,76.0,70.0,6.0
promptdesk/promptdesk,2024-02,1088,4.0,0.0,4.0
promptdesk/promptdesk,2024-03,903,2.0,0.0,2.0
promptdesk/promptdesk,2024-04,881,9.0,0.0,9.0
promptdesk/promptdesk,2024-05,591,6.0,0.0,6.0
promptdesk/promptdesk,2024-06,466,0.0,0.0,0.0
promptdesk/promptdesk,2024-07,881,0.0,0.0,0.0
promptdesk/promptdesk,2024-08,36,0.0,0.0,0.0
scayle/storefront-api-ts-sdk,2019-01,135,0.0,0.0,0.0
scayle/storefront-api-ts-sdk,2019-02,675,0.0,0.0,0.0
scayle/storefront-api-ts-sdk,2019-03,2849,0.0,0.0,0.0
scayle/storefront-api-ts-sdk,2019-04,10529,0.0,0.0,0.0
scayle/storefront-api-ts-sdk,2019-05,9230,0.0,0.0,0.0
scayle/storefront-api-ts-sdk,2019-06,9160,0.0,0.0,0.0
scayle/storefront-api-ts-sdk,2019-07,2773,0.0,0.0,0.0
scayle/storefront-api-ts-sdk,2019-08,5560,0.0,0.0,0.0
scayle/storefront-api-ts-sdk,2019-09,6057,0.0,0.0,0.0
scayle/storefront-api-ts-sdk,2019-10,4235,0.0,0.0,0.0
scayle/storefront-api-ts-sdk,2019-11,7443,0.0,0.0,0.0
scayle/storefront-api-ts-sdk,2019-12,4506,0.0,0.0,0.0
scayle/storefront-api-ts-sdk,2020-01,11850,0.0,0.0,0.0
scayle/storefront-api-ts-sdk,2020-02,35789,0.0,0.0,0.0
scayle/storefront-api-ts-sdk,2020-03,8043,0.0,0.0,0.0
scayle/storefront-api-ts-sdk,2020-04,7837,0.0,0.0,0.0
scayle/storefront-api-ts-sdk,2020-05,18189,0.0,0.0,0.0
scayle/storefront-api-ts-sdk,2020-06,11426,0.0,0.0,0.0
scayle/storefront-api-ts-sdk,2020-07,13453,0.0,0.0,0.0
scayle/storefront-api-ts-sdk,2020-08,16621,0.0,0.0,0.0
scayle/storefront-api-ts-sdk,2020-09,10062,0.0,0.0,0.0
scayle/storefront-api-ts-sdk,2020-10,8452,0.0,0.0,0.0
scayle/storefront-api-ts-sdk,2020-11,5854,0.0,0.0,0.0
scayle/storefront-api-ts-sdk,2020-12,5341,0.0,0.0,0.0
scayle/storefront-api-ts-sdk,2021-01,11627,0.0,0.0,0.0
scayle/storefront-api-ts-sdk,2021-02,13395,0.0,0.0,0.0
scayle/storefront-api-ts-sdk,2021-03,26200,0.0,0.0,0.0
scayle/storefront-api-ts-sdk,2021-04,6828,0.0,0.0,0.0
scayle/storefront-api-ts-sdk,2021-05,5817,0.0,0.0,0.0
scayle/storefront-api-ts-sdk,2021-06,10755,0.0,0.0,0.0
scayle/storefront-api-ts-sdk,2021-07,14480,0.0,0.0,0.0
scayle/storefront-api-ts-sdk,2021-08,8789,0.0,0.0,0.0
scayle/storefront-api-ts-sdk,2021-09,11825,0.0,0.0,0.0
scayle/storefront-api-ts-sdk,2021-10,14366,0.0,0.0,0.0
scayle/storefront-api-ts-sdk,2021-11,10026,0.0,0.0,0.0
scayle/storefront-api-ts-sdk,2021-12,8731,0.0,0.0,0.0
scayle/storefront-api-ts-sdk,2022-01,12521,0.0,0.0,0.0
scayle/storefront-api-ts-sdk,2022-02,8691,0.0,0.0,0.0
scayle/storefront-api-ts-sdk,2022-03,7499,0.0,0.0,0.0
scayle/storefront-api-ts-sdk,2022-04,11288,0.0,0.0,0.0
scayle/storefront-api-ts-sdk,2022-05,7925,0.0,0.0,0.0
scayle/storefront-api-ts-sdk,2022-06,6955,0.0,0.0,0.0
scayle/storefront-api-ts-sdk,2022-07,11921,0.0,0.0,0.0
scayle/storefront-api-ts-sdk,2022-08,11750,0.0,0.0,0.0
scayle/storefront-api-ts-sdk,2022-09,11316,0.0,0.0,0.0
scayle/storefront-api-ts-sdk,2022-10,13364,0.0,0.0,0.0
scayle/storefront-api-ts-sdk,2022-11,13573,0.0,0.0,0.0
scayle/storefront-api-ts-sdk,2022-12,9951,0.0,0.0,0.0
scayle/storefront-api-ts-sdk,2023-01,6294,0.0,0.0,0.0
scayle/storefront-api-ts-sdk,2023-02,6757,0.0,0.0,0.0
scayle/storefront-api-ts-sdk,2023-03,5255,0.0,0.0,0.0
scayle/storefront-api-ts-sdk,2023-04,7284,0.0,0.0,0.0
scayle/storefront-api-ts-sdk,2023-05,5322,0.0,0.0,0.0
scayle/storefront-api-ts-sdk,2023-06,6617,0.0,0.0,0.0
scayle/storefront-api-ts-sdk,2023-07,6903,1.0,0.0,1.0
scayle/storefront-api-ts-sdk,2023-08,1349,0.0,0.0,0.0
scrapy/loginform,2016-01,317,0.0,0.0,0.0
scrapy/loginform,2016-02,1215,0.0,0.0,0.0
scrapy/loginform,2016-03,294,0.0,0.0,0.0
scrapy/loginform,2016-05,346,0.0,0.0,0.0
scrapy/loginform,2016-06,1219,0.0,0.0,0.0
scrapy/loginform,2016-07,1607,0.0,0.0,0.0
scrapy/loginform,2016-08,2693,0.0,0.0,0.0
scrapy/loginform,2016-09,1829,0.0,0.0,0.0
scrapy/loginform,2016-10,1495,0.0,0.0,0.0
scrapy/loginform,2016-11,1386,0.0,0.0,0.0
scrapy/loginform,2016-12,1409,0.0,0.0,0.0
scrapy/loginform,2017-01,1285,0.0,0.0,0.0
scrapy/loginform,2017-02,1503,0.0,0.0,0.0
scrapy/loginform,2017-03,1338,0.0,0.0,0.0
scrapy/loginform,2017-04,1091,0.0,0.0,0.0
scrapy/loginform,2017-05,804,0.0,0.0,0.0
scrapy/loginform,2017-06,1031,0.0,0.0,0.0
scrapy/loginform,2017-07,790,0.0,0.0,0.0
scrapy/loginform,2017-08,821,0.0,0.0,0.0
scrapy/loginform,2017-09,700,0.0,0.0,0.0
scrapy/loginform,2017-10,790,0.0,0.0,0.0
scrapy/loginform,2017-11,765,0.0,0.0,0.0
scrapy/loginform,2017-12,833,0.0,0.0,0.0
scrapy/loginform,2018-01,761,0.0,0.0,0.0
scrapy/loginform,2018-02,552,0.0,0.0,0.0
scrapy/loginform,2018-03,433,0.0,0.0,0.0
scrapy/loginform,2018-04,487,0.0,0.0,0.0
scrapy/loginform,2018-05,845,0.0,0.0,0.0
scrapy/loginform,2018-06,353,0.0,0.0,0.0
scrapy/loginform,2018-07,354,0.0,0.0,0.0
scrapy/loginform,2018-08,1092,0.0,0.0,0.0
scrapy/loginform,2018-09,1080,0.0,0.0,0.0
scrapy/loginform,2018-10,1217,0.0,0.0,0.0
scrapy/loginform,2018-11,1061,0.0,0.0,0.0
scrapy/loginform,2018-12,2986,0.0,0.0,0.0
scrapy/loginform,2019-01,1423,0.0,0.0,0.0
scrapy/loginform,2019-02,1625,0.0,0.0,0.0
scrapy/loginform,2019-03,1741,0.0,0.0,0.0
scrapy/loginform,2019-04,1455,0.0,0.0,0.0
scrapy/loginform,2019-05,1692,0.0,0.0,0.0
scrapy/loginform,2019-06,1453,0.0,0.0,0.0
scrapy/loginform,2019-07,1624,2.0,0.0,2.0
scrapy/loginform,2019-08,1660,2.0,0.0,2.0
scrapy/loginform,2019-09,1462,1.0,0.0,1.0
scrapy/loginform,2019-10,1757,4.0,0.0,4.0
scrapy/loginform,2019-11,1822,2.0,0.0,2.0
scrapy/loginform,2019-12,1990,1.0,0.0,1.0
scrapy/loginform,2020-01,1854,1.0,0.0,1.0
scrapy/loginform,2020-02,1751,1.0,0.0,1.0
scrapy/loginform,2020-03,2180,2.0,0.0,2.0
scrapy/loginform,2020-04,2309,0.0,0.0,0.0
scrapy/loginform,2020-05,1794,1.0,0.0,1.0
scrapy/loginform,2020-06,1311,2.0,0.0,2.0
scrapy/loginform,2020-07,1452,1.0,0.0,1.0
scrapy/loginform,2020-08,1638,0.0,0.0,0.0
scrapy/loginform,2020-09,1709,0.0,0.0,0.0
scrapy/loginform,2020-10,1389,0.0,0.0,0.0
scrapy/loginform,2020-11,1633,2.0,0.0,2.0
scrapy/loginform,2020-12,1280,1.0,0.0,1.0
scrapy/loginform,2021-01,1353,2.0,0.0,2.0
scrapy/loginform,2021-02,1304,0.0,0.0,0.0
scrapy/loginform,2021-03,1549,1.0,0.0,1.0
scrapy/loginform,2021-04,1595,3.0,0.0,3.0
scrapy/loginform,2021-05,1555,0.0,0.0,0.0
scrapy/loginform,2021-06,1466,2.0,0.0,2.0
scrapy/loginform,2021-07,1321,2.0,1.0,1.0
scrapy/loginform,2021-08,1555,2.0,0.0,2.0
scrapy/loginform,2021-09,1476,0.0,0.0,0.0
scrapy/loginform,2021-10,1395,0.0,0.0,0.0
scrapy/loginform,2021-11,1896,0.0,0.0,0.0
scrapy/loginform,2021-12,1600,1.0,0.0,1.0
scrapy/loginform,2022-01,1663,2.0,0.0,2.0
scrapy/loginform,2022-02,2011,1.0,0.0,1.0
scrapy/loginform,2022-03,7223,1.0,0.0,1.0
scrapy/loginform,2022-04,1618,1.0,0.0,1.0
scrapy/loginform,2022-05,1900,0.0,0.0,0.0
scrapy/loginform,2022-06,2383,0.0,0.0,0.0
scrapy/loginform,2022-07,2666,0.0,0.0,0.0
scrapy/loginform,2022-08,2559,0.0,0.0,0.0
scrapy/loginform,2022-09,2114,0.0,0.0,0.0
scrapy/loginform,2022-10,2376,74.0,70.0,4.0
scrapy/loginform,2022-11,1736,0.0,0.0,0.0
scrapy/loginform,2022-12,1382,4.0,0.0,4.0
scrapy/loginform,2023-01,1816,1.0,0.0,1.0
scrapy/loginform,2023-02,1988,1.0,0.0,1.0
scrapy/loginform,2023-03,1962,1.0,0.0,1.0
scrapy/loginform,2023-04,2005,1.0,0.0,1.0
scrapy/loginform,2023-05,2077,1.0,0.0,1.0
scrapy/loginform,2023-06,1838,0.0,0.0,0.0
scrapy/loginform,2023-07,929,0.0,0.0,0.0
scrapy/loginform,2023-08,1074,0.0,0.0,0.0
scrapy/loginform,2023-09,859,0.0,0.0,0.0
scrapy/loginform,2023-10,996,2.0,0.0,2.0
scrapy/loginform,2023-11,896,0.0,0.0,0.0
scrapy/loginform,2023-12,812,2.0,0.0,2.0
scrapy/loginform,2024-01,789,1.0,0.0,1.0
scrapy/loginform,2024-02,1125,1.0,0.0,1.0
scrapy/loginform,2024-03,1291,2.0,0.0,2.0
scrapy/loginform,2024-04,1390,2.0,0.0,2.0
scrapy/loginform,2024-05,1373,5.0,2.0,3.0
scrapy/loginform,2024-06,1608,0.0,0.0,0.0
scrapy/loginform,2024-07,3199,0.0,0.0,0.0
scrapy/loginform,2024-08,533,0.0,0.0,0.0
tatumio/tatum-js,2020-07,1430,0.0,0.0,0.0
tatumio/tatum-js,2020-08,2309,0.0,0.0,0.0
tatumio/tatum-js,2020-09,1753,1.0,0.0,1.0
tatumio/tatum-js,2020-10,1796,0.0,0.0,0.0
tatumio/tatum-js,2020-11,1202,0.0,0.0,0.0
tatumio/tatum-js,2020-12,1144,3.0,0.0,3.0
tatumio/tatum-js,2021-01,4243,1.0,0.0,1.0
tatumio/tatum-js,2021-02,1695,1.0,0.0,1.0
tatumio/tatum-js,2021-03,11746,4.0,0.0,4.0
tatumio/tatum-js,2021-04,3190,2.0,0.0,2.0
tatumio/tatum-js,2021-05,6377,5.0,0.0,5.0
tatumio/tatum-js,2021-06,2392,2.0,0.0,2.0
tatumio/tatum-js,2021-07,3954,7.0,0.0,7.0
tatumio/tatum-js,2021-08,6463,5.0,0.0,5.0
tatumio/tatum-js,2021-09,4167,10.0,0.0,10.0
tatumio/tatum-js,2021-10,4880,0.0,0.0,0.0
tatumio/tatum-js,2021-11,4874,7.0,0.0,7.0
tatumio/tatum-js,2021-12,5078,18.0,1.0,17.0
tatumio/tatum-js,2022-01,4053,9.0,0.0,9.0
tatumio/tatum-js,2022-02,4620,10.0,0.0,10.0
tatumio/tatum-js,2022-03,5375,20.0,1.0,19.0
tatumio/tatum-js,2022-04,6373,8.0,0.0,8.0
tatumio/tatum-js,2022-05,5886,5.0,0.0,5.0
tatumio/tatum-js,2022-06,2710,7.0,0.0,7.0
tatumio/tatum-js,2022-07,5528,3.0,0.0,3.0
tatumio/tatum-js,2022-08,9873,4.0,0.0,4.0
tatumio/tatum-js,2022-09,9520,4.0,0.0,4.0
tatumio/tatum-js,2022-10,10567,2.0,0.0,2.0
tatumio/tatum-js,2022-11,4253,6.0,0.0,6.0
tatumio/tatum-js,2022-12,8311,19.0,0.0,19.0
tatumio/tatum-js,2023-01,4365,29.0,0.0,29.0
tatumio/tatum-js,2023-02,5173,5.0,0.0,5.0
tatumio/tatum-js,2023-03,6959,4.0,0.0,4.0
tatumio/tatum-js,2023-04,7779,5.0,0.0,5.0
tatumio/tatum-js,2023-05,7360,2.0,0.0,2.0
tatumio/tatum-js,2023-06,7514,8.0,0.0,8.0
tatumio/tatum-js,2023-07,11527,30.0,0.0,30.0
tatumio/tatum-js,2023-08,3180,21.0,4.0,17.0
zksync-sdk/zksync2-python,2022-10,196,0.0,0.0,0.0
zksync-sdk/zksync2-python,2022-11,321,2.0,0.0,2.0
zksync-sdk/zksync2-python,2022-12,416,1.0,0.0,1.0
zksync-sdk/zksync2-python,2023-01,474,1.0,0.0,1.0
zksync-sdk/zksync2-python,2023-02,317,1.0,0.0,1.0
zksync-sdk/zksync2-python,2023-03,596,4.0,0.0,4.0
zksync-sdk/zksync2-python,2023-04,1049,5.0,0.0,5.0
zksync-sdk/zksync2-python,2023-05,1001,12.0,0.0,12.0
zksync-sdk/zksync2-python,2023-06,1028,15.0,0.0,15.0
zksync-sdk/zksync2-python,2023-07,1625,20.0,0.0,20.0
zksync-sdk/zksync2-python,2023-08,1790,10.0,0.0,10.0
zksync-sdk/zksync2-python,2023-09,1569,5.0,0.0,5.0
zksync-sdk/zksync2-python,2023-10,894,11.0,0.0,11.0
zksync-sdk/zksync2-python,2023-11,1389,14.0,0.0,14.0
zksync-sdk/zksync2-python,2023-12,2002,17.0,0.0,17.0
zksync-sdk/zksync2-python,2024-01,2496,17.0,0.0,17.0
zksync-sdk/zksync2-python,2024-02,2226,92.0,61.0,31.0
zksync-sdk/zksync2-python,2024-03,2446,54.0,10.0,44.0
zksync-sdk/zksync2-python,2024-04,3672,14.0,0.0,14.0
zksync-sdk/zksync2-python,2024-05,1547,6.0,0.0,6.0
zksync-sdk/zksync2-python,2024-06,2408,19.0,0.0,19.0
zksync-sdk/zksync2-python,2024-07,1986,0.0,0.0,0.0
zksync-sdk/zksync2-python,2024-08,312,0.0,0.0,0.0
